Route1,Route2,DTW_Distance
TLV - ADD,TLV - ICN,13184.844194383233
TLV - ADD,TLV - IST,1678.2823490311202
TLV - ADD,TLV - JFK,37198.19666566644
TLV - ADD,TLV - JNB,6635.140932143841
TLV - ADD,TLV - KEF,11622.356437689132
TLV - ADD,TLV - KIV,591.8539081903024
TLV - ADD,TLV - KRK,4552.977709716345
TLV - ADD,TLV - LAX,96525.88504580989
TLV - ADD,TLV - LCA,691.2337727189293
TLV - ADD,TLV - LHR,10485.942955536235
TLV - ADD,TLV - LIS,13364.705383370378
TLV - ADD,TLV - MAD,9943.610559092987
TLV - ADD,TLV - MAN,11856.867970115156
TLV - ADD,TLV - MIA,39264.95995171377
TLV - ADD,TLV - MLA,3166.8076276362794
TLV - ADD,TLV - MUC,5435.810973980389
TLV - ADD,TLV - MXP,6573.174087289921
TLV - ADD,TLV - NAP,4080.4442257568794
TLV - ADD,TLV - NCE,6158.246211293375
TLV - ADD,TLV - NRT,39064.70005375504
TLV - ADD,TLV - OPO,13829.863766728911
TLV - ADD,TLV - ORD,55695.453773535715
TLV - ADD,TLV - OTP,2410.268998845044
TLV - ADD,TLV - PEK,12311.580576088832
TLV - ADD,TLV - PFO,653.5945963876948
TLV - ADD,TLV - PMI,7684.298154671207
TLV - ADD,TLV - PRG,5893.061459884727
TLV - ADD,TLV - PVG,19010.58123620798
TLV - ADD,TLV - RHO,975.029051456162
TLV - ADD,TLV - RIX,7378.776211956388
TLV - ADD,TLV - SFO,62141.37272101612
TLV - ADD,TLV - SKD,3988.8259092632156
TLV - ADD,TLV - SKG,1960.9427636518938
TLV - ADD,TLV - SOF,2127.9294764857555
TLV - ADD,TLV - SSH,161.96704786998603
TLV - ADD,TLV - STR,6833.555831990906
TLV - ADD,TLV - SZG,5626.520410829825
TLV - ADD,TLV - TAS,4101.680534012859
TLV - ADD,TLV - TBS,1000.8079182248314
TLV - ADD,TLV - TGD,3113.7550735395166
TLV - ADD,TLV - TIA,2753.833955319115
TLV - ADD,TLV - TIV,2410.944901408291
TLV - ADD,TLV - TRN,6323.24933671228
TLV - ADD,TLV - TZX,488.4580832917706
TLV - ADD,TLV - VAR,1947.712200482756
TLV - ADD,TLV - VCE,5416.32420784424
TLV - ADD,TLV - VIE,4846.016872142352
TLV - ADD,TLV - VNO,6149.383875313117
TLV - ADD,TLV - VRN,5476.014079869795
TLV - ADD,TLV - WAW,4944.327747517877
TLV - ADD,TLV - YUL,55178.59918202432
TLV - ADD,TLV - YYZ,55733.77878079718
TLV - ADD,TLV - ZAG,3704.6885035432597
TLV - ADD,TLV - ZNZ,2054.9817016159413
TLV - ADD,TLV - ZRH,6978.814213500418
TLV - ADD,TLV - ZTH,1823.187852614495
TLV - AMM,TLV - AMS,9470.560575453635
TLV - AMM,TLV - ARN,8651.769808203913
TLV - AMM,TLV - ATH,1337.1420628888316
TLV - AMM,TLV - ATL,66732.92383265492
TLV - AMM,TLV - AUH,798.5003994296412
TLV - AMM,TLV - AYT,558.6687481724783
TLV - AMM,TLV - BAH,362.5919961347056
TLV - AMM,TLV - BCN,9526.713385874626
TLV - AMM,TLV - BEG,3018.852504903932
TLV - AMM,TLV - BER,6966.991887137599
TLV - AMM,TLV - BKK,14899.250486863846
TLV - AMM,TLV - BLQ,7499.084589017341
TLV - AMM,TLV - BOJ,1449.4510502931726
TLV - AMM,TLV - BOS,25419.412684377065
TLV - AMM,TLV - BRI,3402.101610381504
TLV - AMM,TLV - BRU,8950.69223964868
TLV - AMM,TLV - BUD,4017.446443939355
TLV - AMM,TLV - CDG,9582.904414890112
TLV - AMM,TLV - CLJ,2681.3093051686674
TLV - AMM,TLV - CMN,15032.758106636238
TLV - AMM,TLV - CTA,3384.7431874109993
TLV - AMM,TLV - DEB,4469.6192306478215
TLV - AMM,TLV - DEL,4379.676629063238
TLV - AMM,TLV - DLM,733.5241046856115
TLV - AMM,TLV - DME,7600.873891450501
TLV - AMM,TLV - DUB,14898.076602436302
TLV - AMM,TLV - DUS,9388.634146716095
TLV - AMM,TLV - EVN,415.75614692248024
TLV - AMM,TLV - FCO,4429.868940730509
TLV - AMM,TLV - FKB,7911.609833126745
TLV - AMM,TLV - FMM,7092.894175451544
TLV - AMM,TLV - FRA,8149.609436137268
TLV - AMM,TLV - GVA,8622.8043440827
TLV - AMM,TLV - GYD,327.04332493670387
TLV - AMM,TLV - HEL,8597.916692866209
TLV - AMM,TLV - HER,873.4504581136421
TLV - AMM,TLV - HKG,14625.203944295738
TLV - AMM,TLV - HKT,16155.67052591331
TLV - AMM,TLV - IAD,35816.41352426232
TLV - AMM,TLV - IAS,2605.2478915766555
TLV - AMM,TLV - ICN,12800.77443354399
TLV - AMM,TLV - IST,1352.8597482326984
TLV - AMM,TLV - JFK,39223.02151134453
TLV - AMM,TLV - JNB,8697.297809942176
TLV - AMM,TLV - KEF,12751.273953352875
TLV - AMM,TLV - KIV,750.0804865805262
TLV - AMM,TLV - KRK,4601.681246295005
TLV - AMM,TLV - LAX,98479.89566397865
TLV - AMM,TLV - LCA,174.6910025336274
TLV - AMM,TLV - LHR,11055.012607806693
TLV - AMM,TLV - LIS,14387.682535732289
TLV - AMM,TLV - MAD,10773.216289720645
TLV - AMM,TLV - MAN,12566.45530859438
TLV - AMM,TLV - MIA,41104.855564421305
TLV - AMM,TLV - MLA,3416.4335546190787
TLV - AMM,TLV - MUC,5749.293327314336
TLV - AMM,TLV - MXP,7036.280354778999
TLV - AMM,TLV - NAP,4357.706982121016
TLV - AMM,TLV - NCE,6653.892744759933
TLV - AMM,TLV - NRT,38406.26962637915
TLV - AMM,TLV - OPO,14897.444869784951
TLV - AMM,TLV - ORD,57391.64556737939
TLV - AMM,TLV - OTP,2324.184849122966
TLV - AMM,TLV - PEK,11748.114881503534
TLV - AMM,TLV - PFO,163.67335210139908
TLV - AMM,TLV - PMI,8394.611725342686
TLV - AMM,TLV - PRG,6249.607005646051
TLV - AMM,TLV - PVG,18416.965053262975
TLV - AMM,TLV - RHO,720.4644697267058
TLV - AMM,TLV - RIX,7393.093413375589
TLV - AMM,TLV - SFO,63633.82381319142
TLV - AMM,TLV - SKD,3644.777836249405
TLV - AMM,TLV - SKG,1967.8040384964745
TLV - AMM,TLV - SOF,2093.553378612062
TLV - AMM,TLV - SSH,127.78002584236386
TLV - AMM,TLV - STR,7250.580885968019
TLV - AMM,TLV - SZG,5958.684946901299
TLV - AMM,TLV - TAS,3749.8627750894298
TLV - AMM,TLV - TBS,852.2781845435632
TLV - AMM,TLV - TGD,3282.819529205878
TLV - AMM,TLV - TIA,2861.182234590132
TLV - AMM,TLV - TIV,2467.324849507188
TLV - AMM,TLV - TRN,6816.140120948082
TLV - AMM,TLV - TZX,361.3265855948042
TLV - AMM,TLV - VAR,1678.519994178875
TLV - AMM,TLV - VCE,5826.64487458195
TLV - AMM,TLV - VIE,5064.882719428396
TLV - AMM,TLV - VNO,6263.802697181778
TLV - AMM,TLV - VRN,5863.860594059137
TLV - AMM,TLV - WAW,5015.513056269323
TLV - AMM,TLV - YUL,57101.01460872151
TLV - AMM,TLV - YYZ,57891.26017480668
TLV - AMM,TLV - ZAG,3861.2022858232926
TLV - AMM,TLV - ZNZ,2987.9082175758044
TLV - AMM,TLV - ZRH,7353.083947548964
TLV - AMM,TLV - ZTH,1825.629850022591
TLV - AMS,TLV - ARN,2593.123684422222
TLV - AMS,TLV - ATH,4623.440985096581
TLV - AMS,TLV - ATL,40913.85617129603
TLV - AMS,TLV - AUH,9576.331252561844
TLV - AMS,TLV - AYT,6755.640327377028
TLV - AMS,TLV - BAH,8860.094160347986
TLV - AMS,TLV - BCN,3228.0426333459222
TLV - AMS,TLV - BEG,2358.1365683631957
TLV - AMS,TLV - BER,1955.1382997312535
TLV - AMS,TLV - BKK,24719.543285334472
TLV - AMS,TLV - BLQ,2197.0874388326224
TLV - AMS,TLV - BOJ,4994.906858728629
TLV - AMS,TLV - BOS,11210.68770321493
TLV - AMS,TLV - BRI,3069.103705219351
TLV - AMS,TLV - BRU,1027.439619167064
TLV - AMS,TLV - BUD,2416.2521057213507
TLV - AMS,TLV - CDG,1919.1614361210231
TLV - AMS,TLV - CLJ,3746.47573077519
TLV - AMS,TLV - CMN,6189.46540491407
TLV - AMS,TLV - CTA,4199.493587553887
TLV - AMS,TLV - DEB,2425.2027331967893
TLV - AMS,TLV - DEL,13630.80764045417
TLV - AMS,TLV - DLM,6038.715165918621
TLV - AMS,TLV - DME,4119.328158051153
TLV - AMS,TLV - DUB,2162.2965222831494
TLV - AMS,TLV - DUS,1406.2630506867092
TLV - AMS,TLV - EVN,8619.964577858032
TLV - AMS,TLV - FCO,2698.353559093575
TLV - AMS,TLV - FKB,889.5488297529305
TLV - AMS,TLV - FMM,1147.2137343812951
TLV - AMS,TLV - FRA,758.1402274565112
TLV - AMS,TLV - GVA,1798.9725486635716
TLV - AMS,TLV - GYD,8589.49183597779
TLV - AMS,TLV - HEL,3447.2842489354175
TLV - AMS,TLV - HER,5701.210467021242
TLV - AMS,TLV - HKG,21992.677229653495
TLV - AMS,TLV - HKT,26018.44821097742
TLV - AMS,TLV - IAD,17888.137614107916
TLV - AMS,TLV - IAS,4598.2751353629255
TLV - AMS,TLV - ICN,19494.702725196985
TLV - AMS,TLV - IST,5515.32061302433
TLV - AMS,TLV - JFK,15831.069933779681
TLV - AMS,TLV - JNB,16658.910445797865
TLV - AMS,TLV - KEF,1549.6035311069775
TLV - AMS,TLV - KIV,7310.248288204983
TLV - AMS,TLV - KRK,2719.8752133171924
TLV - AMS,TLV - LAX,68597.36379433691
TLV - AMS,TLV - LCA,8242.779599475161
TLV - AMS,TLV - LHR,636.0601954584545
TLV - AMS,TLV - LIS,5084.308751259152
TLV - AMS,TLV - MAD,3890.8240901731297
TLV - AMS,TLV - MAN,702.5670575042689
TLV - AMS,TLV - MIA,21397.44201931851
TLV - AMS,TLV - MLA,4563.925301896167
TLV - AMS,TLV - MUC,930.0114152442875
TLV - AMS,TLV - MXP,1449.0999269047
TLV - AMS,TLV - NAP,2959.1392856130196
TLV - AMS,TLV - NCE,2388.8077605685453
TLV - AMS,TLV - NRT,46525.73679577279
TLV - AMS,TLV - OPO,5175.163777431811
TLV - AMS,TLV - ORD,31761.009583933686
TLV - AMS,TLV - OTP,4097.340494099865
TLV - AMS,TLV - PEK,18149.027241502034
TLV - AMS,TLV - PFO,7852.632468657867
TLV - AMS,TLV - PMI,3818.794788863503
TLV - AMS,TLV - PRG,1094.8807327815548
TLV - AMS,TLV - PVG,25408.404071018336
TLV - AMS,TLV - RHO,5924.714646662936
TLV - AMS,TLV - RIX,3389.744543845464
TLV - AMS,TLV - SFO,40678.80373963971
TLV - AMS,TLV - SKD,10541.121349550414
TLV - AMS,TLV - SKG,3724.36720961743
TLV - AMS,TLV - SOF,3267.4506086342667
TLV - AMS,TLV - SSH,8696.553825616042
TLV - AMS,TLV - STR,930.8862804740936
TLV - AMS,TLV - SZG,1198.2457717077095
TLV - AMS,TLV - TAS,10701.796161939903
TLV - AMS,TLV - TBS,8621.447195209894
TLV - AMS,TLV - TGD,2918.56002534897
TLV - AMS,TLV - TIA,3185.0478696016694
TLV - AMS,TLV - TIV,3027.046353381553
TLV - AMS,TLV - TRN,2142.3679696795025
TLV - AMS,TLV - TZX,8499.420493240857
TLV - AMS,TLV - VAR,4996.046852733173
TLV - AMS,TLV - VCE,2036.745715064571
TLV - AMS,TLV - VIE,1280.3992690480425
TLV - AMS,TLV - VNO,3231.677233050806
TLV - AMS,TLV - VRN,2090.845316162838
TLV - AMS,TLV - WAW,2955.56389728611
TLV - AMS,TLV - YUL,27516.860674757627
TLV - AMS,TLV - YYZ,28753.295515389553
TLV - AMS,TLV - ZAG,1753.9256828147252
TLV - AMS,TLV - ZNZ,11802.549945225157
TLV - AMS,TLV - ZRH,919.7616724681512
TLV - AMS,TLV - ZTH,4335.730172048178
TLV - ARN,TLV - ATH,4962.832008209176
TLV - ARN,TLV - ATL,51662.6329665982
TLV - ARN,TLV - AUH,8862.337420624333
TLV - ARN,TLV - AYT,5863.710035070891
TLV - ARN,TLV - BAH,8264.881908495927
TLV - ARN,TLV - BCN,5576.971317408006
TLV - ARN,TLV - BEG,2905.0295764666857
TLV - ARN,TLV - BER,1210.147403864323
TLV - ARN,TLV - BKK,23121.344844614337
TLV - ARN,TLV - BLQ,3930.021930749331
TLV - ARN,TLV - BOJ,3720.8632278648074
TLV - ARN,TLV - BOS,16690.51418177445
TLV - ARN,TLV - BRI,4165.733813899754
TLV - ARN,TLV - BRU,2072.943696245721
TLV - ARN,TLV - BUD,1718.6982745395273
TLV - ARN,TLV - CDG,4403.694525751214
TLV - ARN,TLV - CLJ,2167.790956317587
TLV - ARN,TLV - CMN,9791.517526196549
TLV - ARN,TLV - CTA,5373.102339936138
TLV - ARN,TLV - DEB,2253.2684804886167
TLV - ARN,TLV - DEL,12497.295830235493
TLV - ARN,TLV - DLM,5509.531404933275
TLV - ARN,TLV - DME,1705.035465127925
TLV - ARN,TLV - DUB,6236.588591202823
TLV - ARN,TLV - DUS,3720.6142033511683
TLV - ARN,TLV - EVN,8006.701243929989
TLV - ARN,TLV - FCO,4243.425807071198
TLV - ARN,TLV - FKB,2900.3310373575496
TLV - ARN,TLV - FMM,2980.845470755386
TLV - ARN,TLV - FRA,2786.496421083063
TLV - ARN,TLV - GVA,3937.59382025831
TLV - ARN,TLV - GYD,8063.2363156855445
TLV - ARN,TLV - HEL,927.1413839724626
TLV - ARN,TLV - HER,5935.806672269058
TLV - ARN,TLV - HKG,19904.7781292543
TLV - ARN,TLV - HKT,24404.918442242357
TLV - ARN,TLV - IAD,24700.504316822775
TLV - ARN,TLV - IAS,2737.6676458644943
TLV - ARN,TLV - ICN,17333.201510823008
TLV - ARN,TLV - IST,4303.706865613196
TLV - ARN,TLV - JFK,23697.16154747618
TLV - ARN,TLV - JNB,16708.318310553044
TLV - ARN,TLV - KEF,2826.8428123581552
TLV - ARN,TLV - KIV,6296.79690828094
TLV - ARN,TLV - KRK,1011.1502124167082
TLV - ARN,TLV - LAX,75214.43682643294
TLV - ARN,TLV - LCA,7313.35263916974
TLV - ARN,TLV - LHR,3711.9875931138317
TLV - ARN,TLV - LIS,8676.106927217954
TLV - ARN,TLV - MAD,6518.279610519226
TLV - ARN,TLV - MAN,4128.399442777967
TLV - ARN,TLV - MIA,29092.897054116533
TLV - ARN,TLV - MLA,5703.94993578326
TLV - ARN,TLV - MUC,2611.2419277238473
TLV - ARN,TLV - MXP,3305.9772645388084
TLV - ARN,TLV - NAP,4268.887184132599
TLV - ARN,TLV - NCE,4248.502680168046
TLV - ARN,TLV - NRT,44292.72087077155
TLV - ARN,TLV - OPO,8921.718738495692
TLV - ARN,TLV - ORD,37106.25430336612
TLV - ARN,TLV - OTP,2809.3102169422477
TLV - ARN,TLV - PEK,15926.949981866603
TLV - ARN,TLV - PFO,7065.831680539852
TLV - ARN,TLV - PMI,5808.9389229585695
TLV - ARN,TLV - PRG,2171.1463540810773
TLV - ARN,TLV - PVG,23174.86906426807
TLV - ARN,TLV - RHO,5716.458432628929
TLV - ARN,TLV - RIX,1296.1961702118513
TLV - ARN,TLV - SFO,42801.47282314551
TLV - ARN,TLV - SKD,8819.959618420984
TLV - ARN,TLV - SKG,4104.375773109861
TLV - ARN,TLV - SOF,3409.5135770681445
TLV - ARN,TLV - SSH,8140.956925662677
TLV - ARN,TLV - STR,2855.5229123370236
TLV - ARN,TLV - SZG,2768.3886035729956
TLV - ARN,TLV - TAS,8968.632310252515
TLV - ARN,TLV - TBS,7337.955482833794
TLV - ARN,TLV - TGD,3753.2500938279513
TLV - ARN,TLV - TIA,3978.7899396412167
TLV - ARN,TLV - TIV,3881.7686977308963
TLV - ARN,TLV - TRN,4070.5097670868654
TLV - ARN,TLV - TZX,7317.710452957874
TLV - ARN,TLV - VAR,3559.8631227393034
TLV - ARN,TLV - VCE,3673.7544179825118
TLV - ARN,TLV - VIE,2198.8304918444546
TLV - ARN,TLV - VNO,1029.8861529975982
TLV - ARN,TLV - VRN,3859.929590658218
TLV - ARN,TLV - WAW,856.1967623068174
TLV - ARN,TLV - YUL,35483.72895721939
TLV - ARN,TLV - YYZ,38945.31516784528
TLV - ARN,TLV - ZAG,2930.4584811227915
TLV - ARN,TLV - ZNZ,11431.839593724682
TLV - ARN,TLV - ZRH,2844.6645907986563
TLV - ARN,TLV - ZTH,5013.9308092758165
TLV - ATH,TLV - ATL,54359.710075773044
TLV - ATH,TLV - AUH,2079.9468686681994
TLV - ATH,TLV - AYT,741.806714736471
TLV - ATH,TLV - BAH,1311.6614750456124
TLV - ATH,TLV - BCN,4371.091085396032
TLV - ATH,TLV - BEG,671.7213754330169
TLV - ATH,TLV - BER,3773.410969895616
TLV - ATH,TLV - BKK,17013.53842886836
TLV - ATH,TLV - BLQ,2822.0621280549503
TLV - ATH,TLV - BOJ,839.1597690925015
TLV - ATH,TLV - BOS,17078.961124449284
TLV - ATH,TLV - BRI,655.5349343151735
TLV - ATH,TLV - BRU,4920.325998296843
TLV - ATH,TLV - BUD,1711.9683084084054
TLV - ATH,TLV - CDG,4418.982369962478
TLV - ATH,TLV - CLJ,1421.0002585998486
TLV - ATH,TLV - CMN,8451.214908356142
TLV - ATH,TLV - CTA,926.9979592166362
TLV - ATH,TLV - DEB,1511.0800772078082
TLV - ATH,TLV - DEL,6119.623660824272
TLV - ATH,TLV - DLM,408.59914914488263
TLV - ATH,TLV - DME,4815.714847319024
TLV - ATH,TLV - DUB,8200.528575559701
TLV - ATH,TLV - DUS,4137.930252211973
TLV - ATH,TLV - EVN,1056.2251488400107
TLV - ATH,TLV - FCO,1184.6309997344003
TLV - ATH,TLV - FKB,3276.3822389096695
TLV - ATH,TLV - FMM,2747.278331912554
TLV - ATH,TLV - FRA,3427.705710473024
TLV - ATH,TLV - GVA,3591.8905092573204
TLV - ATH,TLV - GYD,1023.2599835830581
TLV - ATH,TLV - HEL,5027.036430253122
TLV - ATH,TLV - HER,220.51413508100774
TLV - ATH,TLV - HKG,16327.03810340553
TLV - ATH,TLV - HKT,18308.37672432383
TLV - ATH,TLV - IAD,26347.678661423655
TLV - ATH,TLV - IAS,1320.529323796925
TLV - ATH,TLV - ICN,14329.246624963725
TLV - ATH,TLV - IST,801.56174487957
TLV - ATH,TLV - JFK,29029.058244655924
TLV - ATH,TLV - JNB,9579.69967599946
TLV - ATH,TLV - KEF,6611.69268965423
TLV - ATH,TLV - KIV,945.52230421379
TLV - ATH,TLV - KRK,2223.2656859456197
TLV - ATH,TLV - LAX,86377.86622117957
TLV - ATH,TLV - LCA,1003.4114159637828
TLV - ATH,TLV - LHR,5765.501720884864
TLV - ATH,TLV - LIS,7925.752614540644
TLV - ATH,TLV - MAD,5317.826631808121
TLV - ATH,TLV - MAN,6598.0209264819805
TLV - ATH,TLV - MIA,31308.623649527955
TLV - ATH,TLV - MLA,1053.2604330008912
TLV - ATH,TLV - MUC,2093.8939526233985
TLV - ATH,TLV - MXP,2715.6615969815125
TLV - ATH,TLV - NAP,1134.4053301894378
TLV - ATH,TLV - NCE,2448.6946649347647
TLV - ATH,TLV - NRT,40393.00188917114
TLV - ATH,TLV - OPO,8260.892344029626
TLV - ATH,TLV - ORD,46954.25419343839
TLV - ATH,TLV - OTP,997.2349520812938
TLV - ATH,TLV - PEK,13159.911505233556
TLV - ATH,TLV - PFO,843.4328590353028
TLV - ATH,TLV - PMI,3902.0729915798984
TLV - ATH,TLV - PRG,2302.10046039016
TLV - ATH,TLV - PVG,20079.85358014319
TLV - ATH,TLV - RHO,247.56091095045144
TLV - ATH,TLV - RIX,4261.510489409461
TLV - ATH,TLV - SFO,53954.570553750666
TLV - ATH,TLV - SKD,4630.788935722181
TLV - ATH,TLV - SKG,187.64726813965478
TLV - ATH,TLV - SOF,437.4058485611807
TLV - ATH,TLV - SSH,1128.1597157503163
TLV - ATH,TLV - STR,2910.7477933577734
TLV - ATH,TLV - SZG,2100.9626057537416
TLV - ATH,TLV - TAS,4746.849993297724
TLV - ATH,TLV - TBS,1408.8280845393106
TLV - ATH,TLV - TGD,593.7458202047092
TLV - ATH,TLV - TIA,428.31049058648654
TLV - ATH,TLV - TIV,339.55284784604646
TLV - ATH,TLV - TRN,2497.3810201113088
TLV - ATH,TLV - TZX,1122.871199557978
TLV - ATH,TLV - VAR,956.5973162114656
TLV - ATH,TLV - VCE,1888.3953776673
TLV - ATH,TLV - VIE,1793.13644212054
TLV - ATH,TLV - VNO,3373.55029657642
TLV - ATH,TLV - VRN,1951.7782961551443
TLV - ATH,TLV - WAW,2501.2520166234467
TLV - ATH,TLV - YUL,45000.053127625855
TLV - ATH,TLV - YYZ,45821.772245445514
TLV - ATH,TLV - ZAG,1080.0266605650718
TLV - ATH,TLV - ZNZ,4131.662439083763
TLV - ATH,TLV - ZRH,3111.443862217327
TLV - ATH,TLV - ZTH,176.06097806545964
TLV - ATL,TLV - AUH,65070.63086903754
TLV - ATL,TLV - AYT,61610.072064772234
